mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
137	130	389	407	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1571									500		
137	130	387	405	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1572											
137	130	387	405	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1573									501		
137	130	775/2	811/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1574									501		
137	130	388	406	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1575									501		
137	130	777/2	813/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1576											
137	130	389	407	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1577									502		
137	130	779/2	815/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1578									502		
138	131	392	410	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1579									503		
138	131	390	408	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1580											
138	131	390	408	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1581									502		
138	131	781/2	817/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1582									502		
138	131	391	409	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1583									502		
138	131	783/2	819/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1584											
138	131	392	410	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1585									504		
138	131	785/2	821/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1586									504		
138	131	392	410	0.0		1/2	1/2	Dynamic	3/4	3	1	0				p										
138	131	392	410	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1587									505		
138	131	785/2	821/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1588									505		
139	132	395	413	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1589											
139	132	393	411	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1590											
139	132	393	411	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1591									504		
139	132	787/2	823/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1592									504		
139	132	394	412	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1593									504		
139	132	789/2	825/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1594											
139	132	395	413	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1595									506		
139	132	791/2	827/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1596									506		
139	132	393	411	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1597									505		
139	132	787/2	823/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1598									505		
139	132	394	412	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1599									505		
139	132	789/2	825/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1600											
139	132	395	413	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1601											
139	132	395	413	0.0		1/2	1/2	Dynamic	3/4	4	1	0				p										
139	132	395	413	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1602									507		
139	132	791/2	827/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	1603									507		
140	133	398	416	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1604									508		
140	133	396	414	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1605											
140	133	396	414	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1606									506		
140	133	793/2	829/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1607									506		
140	133	397	415	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1608									506		
140	133	795/2	831/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1609											
140	133	398	416	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1610									509		
140	133	797/2	833/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1611									509		
140	133	396	414	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1612											
140	133	396	414	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1613									507		
140	133	793/2	829/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	1614									507		
140	133	397	415	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1615									507		
140	133	795/2	831/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	1616											
140	133	398	416	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1617											
141	134	399	417	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1618									508		
141	134	400	418	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1619									508		
141	134	401	419	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1620									508		
141	134	399	417	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1621											
141	134	399	417	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1622									509		
141	134	799/2	835/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1623									509		
141	134	400	418	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1624									509		
141	134	801/2	837/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1625									509		
141	134	401	419	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1626									509		
141	134	803/2	839/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1627											
141	134	399	417	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1628											
141	134	399	417	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1629											
142	135	402	420	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	1630											
142	135	404	422	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1631									510		
142	135	402	420	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1632											
142	135	402	420	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1633									511		
142	135	805/2	841/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1634									511		
142	135	403	421	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1635									511		
142	135	807/2	843/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1636									511		
142	135	404	422	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1637									511		
142	135	809/2	845/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1638											
142	135	402	420	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1639											
142	135	402	420	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1640											
143	136	405	423	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1641									510		
143	136	406	424	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1642									510		
143	136	407	425	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1643									510		
143	136	405	423	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1644											
143	136	405	423	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1645									512		
143	136	811/2	847/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1646									512		
143	136	406	424	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1647									512		
143	136	813/2	849/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1648									512		
143	136	407	425	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1649									512		
143	136	815/2	851/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1650									512		
143	136	405	423	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1651											
143	136	405	423	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1652											
144	137	408	426	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1653									510		
144	137	817/2	853/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1654									510		
144	137	409	427	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1655											
144	137	410	428	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1656									513		
144	137	408	426	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1657											
144	137	408	426	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1658									512		
144	137	817/2	853/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1659									512		
144	137	409	427	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1660									512		
144	137	819/2	855/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1661									512		
144	137	410	428	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1662									512		
144	137	821/2	857/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1663											
144	137	408	426	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1664											
144	137	408	426	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1665											
145	138	411	429	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1666									513		
145	138	412	430	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1667									513		
145	138	413	431	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1668									513		
145	138	411	429	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1669											
145	138	411	429	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1670									514		
145	138	823/2	859/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1671									514		
145	138	412	430	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1672									514		
145	138	825/2	861/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1673									514		
145	138	413	431	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1674									514		
145	138	827/2	863/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1675											
145	138	411	429	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1676											
145	138	411	429	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1677											
146	139	414	432	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	1678									513		
146	139	416	434	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1679									513		
146	139	414	432	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1680											
146	139	414	432	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1681									515		
146	139	829/2	865/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1682									515		
146	139	415	433	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1683									515		
146	139	831/2	867/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1684									515		
146	139	416	434	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1685									515		
146	139	833/2	869/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1686											
146	139	414	432	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1687											
146	139	414	432	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1688											
147	140	417	435	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1689									513		
147	140	418	436	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1690									513		
147	140	419	437	0.0		1/2	1/2	Spanner	3/4	1	1	0												513		28
147	140	419	437	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1691									513		28
147	140	839/2	875/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1692											28
147	140	417	435	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	1693											28
147	140	417	435	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1694									516		
147	140	835/2	871/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1695									516		
147	140	418	436	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1696									516		
147	140	837/2	873/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1697									516		
147	140	419	437	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1698									516		
147	140	839/2	875/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1699											
147	140	417	435	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1700											
147	140	417	435	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1701											
148	141	420	438	0.0		0	0	Spanner	3/4	1	1	0														
148	141	420	438	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	1702											
148	141	420	438	2.0		0	0	Chord	3/4	1	2	1/2	1/2	1	1703											
148	141	420	438	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1704									517		
148	141	841/2	877/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1705									517		
148	141	421	439	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1706									517		
148	141	843/2	879/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1707											
148	141	422	440	0.0		1/2	1/2	Dynamic	3/4	2	1	0				pp										
148	141	422	440	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1708		articStaccatoBelow									
148	141	420	438	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	1709											
148	141	422	440	0.0		1/2	1/2	Dynamic	3/4	3	1	0				pp										
148	141	422	440	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1710									518		
148	141	845/2	881/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1711									518		
148	141	420	438	2.0		0	0	Chord	3/4	4	1	1/2	1/2	1	1712											
148	141	422	440	0.0		1/2	1/2	Dynamic	3/4	4	1	0				pp										
148	141	422	440	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1713		articStaccatoAbove									
149	142	425	443	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1714									519		
149	142	851/2	887/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1715									519		
149	142	423	441	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1716		articStaccatoBelow									
149	142	424	442	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1717		articStaccatoBelow									
149	142	425	443	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1718		articStaccatoBelow									
149	142	423	441	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1719									518		
149	142	847/2	883/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1720									518		
149	142	424	442	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1721									518		
149	142	849/2	885/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1722											
149	142	423	441	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1723		articStaccatoAbove									
149	142	424	442	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1724		articStaccatoAbove									
149	142	425	443	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1725		articStaccatoAbove									
150	143	426	444	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1726									519		
150	143	853/2	889/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1727									519		
150	143	427	445	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1728									519		
150	143	855/2	891/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1729											
150	143	426	444	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1730		articStaccatoBelow									
150	143	427	445	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1731		articStaccatoBelow									
150	143	428	446	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1732		articStaccatoBelow									
150	143	428	446	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1733									520		
150	143	857/2	893/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1734									520		
150	143	426	444	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1735		articStaccatoAbove									
150	143	427	445	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1736		articStaccatoAbove									
150	143	428	446	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1737		articStaccatoAbove									
151	144	431	449	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1738									521		
151	144	863/2	899/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1739									521		
151	144	429	447	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1740		articStaccatoBelow									
151	144	430	448	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1741		articStaccatoBelow									
151	144	431	449	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1742		articStaccatoBelow									
151	144	429	447	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1743									520		
151	144	859/2	895/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1744									520		
151	144	430	448	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1745									520		
151	144	861/2	897/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1746											
151	144	429	447	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1747		articStaccatoAbove									
151	144	430	448	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1748		articStaccatoAbove									
151	144	431	449	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1749		articStaccatoAbove									
152	145	432	450	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1750									521		
152	145	865/2	901/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1751									521		
152	145	433	451	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1752									521		
152	145	867/2	903/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1753											
152	145	434	452	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1754									522		
152	145	869/2	905/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1755									522		
152	145	432	450	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1756		articStaccatoBelow									
152	145	433	451	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1757		articStaccatoBelow									
152	145	434	452	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1758		articStaccatoBelow									
152	145	432	450	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1759		articStaccatoAbove									
152	145	433	451	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1760		articStaccatoAbove									
152	145	434	452	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1761		articStaccatoAbove									
153	146	435	453	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1762									522		
153	146	871/2	907/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1763									522		
153	146	436	454	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1764									522		
153	146	873/2	909/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1765									522		
153	146	437	455	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1766									522		
153	146	875/2	911/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1767									522		
153	146	435	453	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1768		articStaccatoBelow									
153	146	436	454	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1769		articStaccatoBelow									
153	146	437	455	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1770		articStaccatoBelow									
153	146	435	453	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1771		articStaccatoAbove									
153	146	436	454	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1772		articStaccatoAbove									
153	146	437	455	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1773		articStaccatoAbove									
154	147	438	456	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1774									522		
154	147	877/2	913/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1775									522		
154	147	439	457	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1776									522		
154	147	879/2	915/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1777									522		
154	147	440	458	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1778									522		
154	147	881/2	917/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1779									522		
154	147	438	456	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1780		articStaccatoBelow									
154	147	439	457	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1781		articStaccatoBelow									
154	147	440	458	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1782		articStaccatoBelow									
154	147	438	456	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1783		articStaccatoAbove									
154	147	439	457	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1784		articStaccatoAbove									
154	147	440	458	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1785		articStaccatoAbove									
155	148	441	459	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1786									522		
155	148	883/2	919/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1787									522		
155	148	442	460	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1788									522		
155	148	885/2	921/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1789									522		
155	148	443	461	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1790									522		
155	148	887/2	923/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1791											
155	148	441	459	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1792		articStaccatoBelow									
155	148	442	460	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1793		articStaccatoBelow									
155	148	443	461	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1794		articStaccatoBelow									
155	148	441	459	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1795		articStaccatoAbove									
155	148	442	460	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1796		articStaccatoAbove									
155	148	443	461	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1797		articStaccatoBelow									
156	149	444	462	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1798									523		
156	149	889/2	925/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1799									523		
156	149	445	463	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1800									523		
156	149	891/2	927/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1801											
156	149	446	464	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1802		articStaccatoBelow									
156	149	444	462	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1803		articStaccatoAbove									
156	149	445	463	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1804		articStaccatoBelow									
156	149	446	464	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1805		articStaccatoBelow									
156	149	444	462	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1806									524		
156	149	889/2	925/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1807									524		
156	149	445	463	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1808									524		
156	149	891/2	927/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1809											
156	149	446	464	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1810									525		
156	149	893/2	929/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1811									525		
156	149	444	462	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1812		articStaccatoAbove									
156	149	445	463	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1813		articStaccatoAbove									
156	149	446	464	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1814		articStaccatoAbove									
157	150	447	465	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1815		articStaccatoBelow									
157	150	448	466	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1816		articStaccatoBelow									
157	150	449	467	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1817		articStaccatoBelow									
157	150	447	465	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1818		articStaccatoBelow									
157	150	448	466	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1819		articStaccatoBelow									
157	150	449	467	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1820									526		
157	150	899/2	935/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1821									526		
157	150	447	465	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1822									525		
157	150	895/2	931/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1823									525		
157	150	448	466	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1824									525		
157	150	897/2	933/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1825											
157	150	449	467	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1826									527		
157	150	899/2	935/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1827									527		
157	150	447	465	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1828		articStaccatoAbove									
157	150	448	466	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1829		articStaccatoAbove									
157	150	449	467	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1830		articStaccatoAbove									
158	151	450	468	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1831		articStaccatoBelow									
158	151	451	469	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1832		articStaccatoBelow									
158	151	452	470	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1833		articStaccatoBelow									
158	151	450	468	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1834									526		
158	151	901/2	937/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1835									526		
158	151	451	469	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1836									526		
158	151	903/2	939/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1837											
158	151	450	468	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1838									527		
158	151	901/2	937/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1839									527		
158	151	451	469	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1840									527		
158	151	903/2	939/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1841											
158	151	452	470	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1842									528		
158	151	905/2	941/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1843									528		
158	151	450	468	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1844											
