mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
155	155	2479/4	2479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	2549												
155	155	616	616	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
155	155	616	616	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	2550										539		
155	155	2467/4	2467/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	2551												
155	155	617	617	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	2552										540		
155	155	2471/4	2471/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	2553												
155	155	618	618	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	2554										541		
155	155	2475/4	2475/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	2555												
155	155	619	619	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	2556										542		
155	155	2479/4	2479/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	2557												
155	155	616	616	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
155	155	616	616	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	2558										543		
155	155	2467/4	2467/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	2559												
155	155	617	617	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	2560										544		
155	155	2471/4	2471/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	2561												
155	155	618	618	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	2562										545		
155	155	2475/4	2475/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	2563												
155	155	619	619	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	2564										546		
155	155	2479/4	2479/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	2565												
155	155	616	616	0.0	0	0	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
155	155	616	616	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	2566										547		
155	155	2467/4	2467/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	2567												
155	155	618	618	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	2568										548		
155	155	2475/4	2475/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	2569												
156	156	620	620	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	2570										549		
156	156	2483/4	2483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	2571												
156	156	621	621	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	2572										550		
156	156	2487/4	2487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	2573												
156	156	622	622	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	2574										551		
156	156	2491/4	2491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	2575												
156	156	623	623	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	2576										552		
156	156	2495/4	2495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	2577												
156	156	620	620	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	2578										553		
156	156	2483/4	2483/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	2579												
156	156	621	621	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	2580										554		
156	156	2487/4	2487/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	2581												
156	156	622	622	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	2582										555		
156	156	2491/4	2491/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	2583												
156	156	623	623	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	2584										556		
156	156	2495/4	2495/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	2585												
156	156	620	620	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	2586										557		
156	156	2483/4	2483/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	2587												
156	156	621	621	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	2588										558		
156	156	2487/4	2487/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	2589												
156	156	622	622	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	2590										559		
156	156	2491/4	2491/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	2591												
156	156	623	623	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	2592										560		
156	156	2495/4	2495/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	2593												
156	156	620	620	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	2594										561		
156	156	2483/4	2483/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	2595												
156	156	622	622	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	2596										562		
156	156	2491/4	2491/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	2597												
156	156	623	623	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	2598										563		
156	156	2495/4	2495/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	2599												
157	157	624	624	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	2600										564		
157	157	2499/4	2499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	2601												
157	157	625	625	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	2602										565		
157	157	2503/4	2503/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	2603												
157	157	626	626	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	2604										566		
157	157	2507/4	2507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	2605												
157	157	627	627	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	2606										567		
157	157	2511/4	2511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	2607												
157	157	624	624	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	2608										568		
157	157	2499/4	2499/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	2609												
157	157	625	625	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	2610										569		
157	157	2503/4	2503/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	2611												
157	157	626	626	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	2612										570		
157	157	2507/4	2507/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	2613												
157	157	627	627	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	2614										571		
157	157	2511/4	2511/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	2615												
157	157	624	624	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	2616										572		
157	157	2499/4	2499/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	2617												
157	157	625	625	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	2618										573		
157	157	2503/4	2503/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	2619												
157	157	626	626	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	2620										574		
157	157	2507/4	2507/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	2621												
157	157	627	627	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	2622										575		
157	157	2511/4	2511/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	2623												
157	157	624	624	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	2624										576		
157	157	2499/4	2499/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	2625												
157	157	625	625	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	2626										577		
157	157	2503/4	2503/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	2627												
157	157	626	626	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	2628										578		
157	157	2507/4	2507/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	2629												
157	157	627	627	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	2630										579		
157	157	2511/4	2511/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	2631												
158	158	628	628	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	2632										580		
158	158	2515/4	2515/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	2633												
158	158	629	629	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	2634										581		
158	158	2519/4	2519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	2635												
158	158	630	630	0.0	1/2	1/2	Dynamic	4/4	1	1	0				f											
158	158	630	630	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	2636										582		
158	158	2523/4	2523/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	2637												
158	158	631	631	0.0	3/4	3/4	Spanner	4/4	1	1	0															64
158	158	631	631	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	2638										583		64
158	158	2527/4	2527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	2639												64
158	158	628	628	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	2640										584		
158	158	2515/4	2515/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	2641												
158	158	629	629	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	2642										585		
158	158	2519/4	2519/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	2643												
158	158	630	630	0.0	1/2	1/2	Dynamic	4/4	2	1	0				f											
158	158	630	630	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	2644										586		
158	158	2523/4	2523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	2645												
158	158	631	631	0.0	3/4	3/4	Spanner	4/4	2	1	0															65
158	158	631	631	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	2646										587		65
158	158	2527/4	2527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	2647												65
158	158	628	628	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	2648										588		
158	158	2515/4	2515/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	2649												
158	158	629	629	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	2650										589		
158	158	2519/4	2519/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	2651												
158	158	630	630	0.0	1/2	1/2	Dynamic	4/4	3	1	0				f											
158	158	630	630	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	2652										590		
158	158	2523/4	2523/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	2653												
158	158	631	631	0.0	3/4	3/4	Spanner	4/4	3	1	0															66
158	158	631	631	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	2654										591		66
158	158	2527/4	2527/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	2655												66
158	158	628	628	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	2656										592		
158	158	2515/4	2515/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	2657												
158	158	629	629	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	2658										593		
158	158	2519/4	2519/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	2659												
158	158	630	630	0.0	1/2	1/2	Dynamic	4/4	4	1	0				f											
158	158	630	630	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	2660										594		
158	158	2523/4	2523/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	2661												
158	158	631	631	0.0	3/4	3/4	Spanner	4/4	4	1	0															67
158	158	631	631	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	2662										595		67
158	158	2527/4	2527/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	2663												67
159	159	632	632	0.0	0	0	Spanner	4/4	1	1	0															
159	159	632	632	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>non legato</i>"									
159	159	632	632	0.0	0	0	Spanner	4/4	2	1	0															
159	159	1897/3	1897/3	0.0	1/12	1/12	Dynamic	4/4	2	1	0				p											
159	159	1897/3	1897/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	2664												
159	159	1898/3	1898/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	2665												
159	159	633	633	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2666												
159	159	1903/3	1903/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	2667												
159	159	1904/3	1904/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	2668												
159	159	635	635	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2669												
159	159	632	632	0.0	0	0	Dynamic	4/4	3	1	0				p											
159	159	632	632	0.0	0	0	Spanner	4/4	3	1	0															
159	159	632	632	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2670												
159	159	1900/3	1900/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	2671												
159	159	1901/3	1901/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	2672												
159	159	634	634	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2673												
159	159	1906/3	1906/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	2674												
159	159	1907/3	1907/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	2675												
159	159	632	632	0.0	0	0	Spanner	4/4	4	1	0															
159	159	1269/2	1269/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0				p											
159	159	1269/2	1269/2	0.0	5/8	5/8	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/>dolce"									
159	159	1269/2	1269/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	2676										596		
159	159	635	635	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	2677										596		
159	159	1271/2	1271/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2678												
160	160	1277/2	1277/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0				p											
160	160	1277/2	1277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	2679										597		
160	160	639	639	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	2680										597		
160	160	1279/2	1279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	2681												
160	160	1909/3	1909/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	2682												
160	160	1910/3	1910/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	2683												
160	160	637	637	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2684												
160	160	1915/3	1915/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	2685												
160	160	1916/3	1916/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	2686												
160	160	639	639	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2687												
160	160	636	636	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2688												
160	160	1912/3	1912/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	2689												
160	160	1913/3	1913/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	2690												
160	160	638	638	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2691												
160	160	1918/3	1918/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	2692												
160	160	1919/3	1919/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	2693												
160	160	636	636	1.75	0	0	Chord	4/4	4	1	7/16	1/4	7/4	2694										598		
160	160	2551/4	2551/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	2695												
160	160	638	638	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	2696		articStaccatoAbove								599		
160	160	639	639	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	2697		articStaccatoAbove										
161	161	640	640	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2698										600		
161	161	641	641	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	2699										600		
161	161	1283/2	1283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	2700										600		
161	161	642	642	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2701										600		
161	161	643	643	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	2702										600		
161	161	1287/2	1287/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	2703												
161	161	1921/3	1921/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	2704												
161	161	1922/3	1922/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	2705												
161	161	641	641	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2706												
161	161	1927/3	1927/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	2707												
161	161	1928/3	1928/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	2708												
161	161	643	643	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2709												
161	161	640	640	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2710												
161	161	1924/3	1924/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	2711												
161	161	1925/3	1925/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	2712												
161	161	642	642	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2713												
161	161	1930/3	1930/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	2714												
161	161	1931/3	1931/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	2715												
161	161	640	640	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	2716										601		
161	161	641	641	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	2717										601		
161	161	1283/2	1283/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	2718										601		
161	161	642	642	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	2719										601		
161	161	643	643	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	2720										601		
161	161	1287/2	1287/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2721												
162	162	644	644	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	2722										602		
162	162	1291/2	1291/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	2723												
162	162	646	646	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	2724										603		
162	162	1295/2	1295/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	2725												
162	162	1933/3	1933/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	2726												
162	162	1934/3	1934/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	2727												
162	162	645	645	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2728												
162	162	1939/3	1939/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	2729												
162	162	1940/3	1940/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	2730												
162	162	647	647	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2731												
162	162	644	644	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2732												
162	162	1936/3	1936/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	2733												
162	162	1937/3	1937/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	2734												
162	162	646	646	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2735												
162	162	1942/3	1942/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	2736												
162	162	1943/3	1943/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	2737												
162	162	644	644	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	2738										604		
162	162	1291/2	1291/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	2739												
162	162	646	646	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	2740										605		
162	162	1295/2	1295/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2741												
163	163	1297/2	1297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	2742										606		
163	163	649	649	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	2743										606		
163	163	1299/2	1299/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	2744												
163	163	650	650	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	2745										607		
163	163	1301/2	1301/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	2746										607		
163	163	651	651	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	2747										607		
163	163	1303/2	1303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	2748												
163	163	1945/3	1945/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	2749												
163	163	1946/3	1946/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	2750												
163	163	649	649	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2751												
163	163	1951/3	1951/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	2752												
163	163	1952/3	1952/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	2753												
163	163	651	651	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2754												
163	163	648	648	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2755												
163	163	1948/3	1948/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	2756												
163	163	1949/3	1949/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	2757												
163	163	650	650	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2758												
163	163	1954/3	1954/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	2759												
163	163	1955/3	1955/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	2760												
163	163	648	648	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	2761										608		
163	163	1297/2	1297/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	2762												
163	163	649	649	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	2763												
163	163	1299/2	1299/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	2764												
163	163	650	650	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	2765												
163	163	1301/2	1301/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	2766												
163	163	651	651	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	2767												
163	163	1303/2	1303/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2768												
164	164	652	652	0.0	0	0	Spanner	4/4	1	1	0														30	
164	164	652	652	1.75	0	0	Chord	4/4	1	1	7/16	1/4	7/4	2769										609	30	
164	164	2615/4	2615/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	2770											30	
164	164	654	654	0.0	1/2	1/2	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu cresc.</i>"									
164	164	654	654	0.0	1/2	1/2	Spanner	4/4	1	1	0															
164	164	654	654	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2771		articStaccatoAbove								610		
164	164	655	655	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2772		articStaccatoAbove										
164	164	652	652	0.0	0	0	Spanner	4/4	2	1	0														31	
164	164	1957/3	1957/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	2773											31	
164	164	1958/3	1958/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	2774											31	
164	164	653	653	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2775											31	
164	164	654	654	0.0	1/2	1/2	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu cresc.</i>"									
164	164	654	654	0.0	1/2	1/2	Spanner	4/4	2	1	0															
164	164	1963/3	1963/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	2776												
164	164	1964/3	1964/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	2777												
164	164	655	655	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2778												
164	164	652	652	0.0	0	0	Spanner	4/4	3	1	0														32	
164	164	652	652	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2779											32	
164	164	1960/3	1960/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	2780											32	
164	164	1961/3	1961/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	2781											32	
164	164	654	654	0.0	1/2	1/2	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu cresc.</i>"									
164	164	654	654	0.0	1/2	1/2	Spanner	4/4	3	1	0															
164	164	654	654	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2782												
164	164	1966/3	1966/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	2783												
164	164	1967/3	1967/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	2784												
164	164	652	652	0.0	0	0	Spanner	4/4	4	1	0														33	
164	164	652	652	1.75	0	0	Chord	4/4	4	1	7/16	1/4	7/4	2785										611	33	
164	164	2615/4	2615/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	2786											33	
164	164	654	654	0.0	1/2	1/2	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu cresc.</i>"									
164	164	654	654	0.0	1/2	1/2	Spanner	4/4	4	1	0															
