mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
344	344	2745/2	2745/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4840									
344	344	1373	1373	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4841		articStaccatoAbove							
344	344	2747/2	2747/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4842		articStaccatoAbove							
344	344	1374	1374	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4843							556		
344	344	2749/2	2749/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4844									
344	344	1375	1375	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4845		articStaccatoAbove							
344	344	2751/2	2751/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4846		articStaccatoAbove							
344	344	1372	1372	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	4847							557		
344	344	2745/2	2745/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	4848									
344	344	1373	1373	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	4849		articStaccatoAbove							
344	344	2747/2	2747/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	4850		articStaccatoAbove							
344	344	1374	1374	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	4851							558		
344	344	2749/2	2749/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	4852									
344	344	1375	1375	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	4853		articStaccatoAbove							
344	344	2751/2	2751/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	4854		articStaccatoAbove							
344	344	1372	1372	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	4855									
344	344	1373	1373	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	4856									
344	344	1375	1375	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	4857									
345	345	1376	1376	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	4858							559		
345	345	2753/2	2753/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	4859									
345	345	1377	1377	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	4860		articStaccatoAbove							
345	345	2755/2	2755/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	4861		articStaccatoAbove							
345	345	1378	1378	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	4862							560		
345	345	2757/2	2757/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	4863									
345	345	1379	1379	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	4864		articStaccatoAbove							
345	345	2759/2	2759/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	4865		articStaccatoAbove							
345	345	1376	1376	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4866							561		
345	345	2753/2	2753/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4867									
345	345	1377	1377	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4868		articStaccatoAbove							
345	345	2755/2	2755/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4869		articStaccatoAbove							
345	345	1378	1378	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4870							562		
345	345	2757/2	2757/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4871									
345	345	1379	1379	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4872		articStaccatoAbove							
345	345	2759/2	2759/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4873		articStaccatoAbove							
345	345	1376	1376	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	4874							563		
345	345	2753/2	2753/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	4875									
345	345	1377	1377	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	4876		articStaccatoAbove							
345	345	2755/2	2755/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	4877		articStaccatoAbove							
345	345	1378	1378	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	4878							564		
345	345	2757/2	2757/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	4879									
345	345	1379	1379	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	4880		articStaccatoAbove							
345	345	2759/2	2759/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	4881		articStaccatoAbove							
345	345	1376	1376	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	4882									
345	345	1377	1377	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	4883									
345	345	1379	1379	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	4884									
346	346	1380	1380	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	4885							565		
346	346	2761/2	2761/2	0.0	1/8	1/8	StaffText	4/4	1	1	0								<b><i>più <sym>dynamicForte</sym></i></b>						
346	346	2761/2	2761/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	4886									
346	346	1381	1381	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	4887		articStaccatoAbove							
346	346	2763/2	2763/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	4888		articStaccatoAbove							
346	346	1382	1382	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	4889		articStaccatoAbove							
346	346	2765/2	2765/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	4890		articStaccatoAbove							
346	346	1383	1383	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	4891		articStaccatoAbove							
346	346	2767/2	2767/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	4892		articStaccatoAbove							
346	346	1380	1380	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4893							566		
346	346	2761/2	2761/2	0.0	1/8	1/8	StaffText	4/4	2	1	0								<b><i>più <sym>dynamicForte</sym></i></b>						
346	346	2761/2	2761/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4894									
346	346	1381	1381	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4895		articStaccatoAbove							
346	346	2763/2	2763/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4896		articStaccatoAbove							
346	346	1382	1382	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4897		articStaccatoAbove							
346	346	2765/2	2765/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4898		articStaccatoAbove							
346	346	1383	1383	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4899		articStaccatoAbove							
346	346	2767/2	2767/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4900		articStaccatoAbove							
346	346	1380	1380	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	4901							567		
346	346	2761/2	2761/2	0.0	1/8	1/8	StaffText	4/4	3	1	0								<b><i>più <sym>dynamicForte</sym></i></b>						
346	346	2761/2	2761/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	4902									
346	346	1381	1381	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	4903		articStaccatoAbove							
346	346	2763/2	2763/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	4904		articStaccatoAbove							
346	346	1382	1382	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	4905		articStaccatoAbove							
346	346	2765/2	2765/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	4906		articStaccatoAbove							
346	346	1383	1383	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	4907		articStaccatoAbove							
346	346	2767/2	2767/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	4908		articStaccatoAbove							
346	346	1380	1380	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	4909									
346	346	2761/2	2761/2	0.0	1/8	1/8	StaffText	4/4	4	1	0								<b><i>più <sym>dynamicForte</sym></i></b>						
346	346	2761/2	2761/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	4910		articStaccatoAbove							
346	346	1381	1381	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	4911		articStaccatoAbove							
346	346	2763/2	2763/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	4912		articStaccatoAbove							
346	346	1382	1382	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	4913		articStaccatoAbove							
346	346	2765/2	2765/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	4914		articStaccatoAbove							
346	346	1383	1383	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	4915		articStaccatoAbove							
346	346	2767/2	2767/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	4916		articStaccatoAbove							
347	347	1384	1384	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	4917		articStaccatoAbove							
347	347	2769/2	2769/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	4918		articStaccatoAbove							
347	347	1385	1385	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	4919		articStaccatoAbove							
347	347	2771/2	2771/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	4920		articStaccatoAbove							
347	347	1386	1386	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	4921		articStaccatoAbove							
347	347	2773/2	2773/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	4922		articStaccatoAbove							
347	347	1387	1387	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	4923		articStaccatoAbove							
347	347	2775/2	2775/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	4924		articStaccatoAbove							
347	347	1384	1384	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4925		articStaccatoAbove							
347	347	2769/2	2769/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4926		articStaccatoAbove							
347	347	1385	1385	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4927		articStaccatoAbove							
347	347	2771/2	2771/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4928		articStaccatoAbove							
347	347	1386	1386	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4929		articStaccatoAbove							
347	347	2773/2	2773/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4930		articStaccatoAbove							
347	347	1387	1387	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4931		articStaccatoAbove							
347	347	2775/2	2775/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4932		articStaccatoAbove							
347	347	1384	1384	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	4933		articStaccatoAbove							
347	347	2769/2	2769/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	4934		articStaccatoAbove							
347	347	1385	1385	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	4935		articStaccatoAbove							
347	347	2771/2	2771/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	4936		articStaccatoAbove							
347	347	1386	1386	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	4937		articStaccatoAbove							
347	347	2773/2	2773/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	4938		articStaccatoAbove							
347	347	1387	1387	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	4939		articStaccatoAbove							
347	347	2775/2	2775/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	4940		articStaccatoAbove							
347	347	1384	1384	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	4941									
347	347	2769/2	2769/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	4942									
347	347	1385	1385	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	4943									
347	347	2771/2	2771/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	4944									
347	347	1386	1386	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	4945									
347	347	2773/2	2773/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	4946									
347	347	1387	1387	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	4947									
347	347	2775/2	2775/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	4948									
348	348	1388	1388	0.0	0	0	Dynamic	4/4	1	1	0						ff								
348	348	1388	1388	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	4949							568		
348	348	1389	1389	0.0	1/4	1/4	Dynamic	4/4	1	1	0						sf						568		
348	348	1389	1389	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	4950							568		
348	348	1390	1390	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	4951							568		
348	348	1391	1391	0.0	3/4	3/4	Dynamic	4/4	1	1	0						sf								
348	348	1391	1391	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	4952									
348	348	1388	1388	0.0	0	0	Dynamic	4/4	2	1	0						ff								
348	348	1388	1388	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	4953							569		
348	348	1389	1389	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sf						569		
348	348	1389	1389	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	4954							569		
348	348	1390	1390	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	4955							569		
348	348	1391	1391	0.0	3/4	3/4	Dynamic	4/4	2	1	0						sf								
348	348	1391	1391	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	4956									
348	348	1388	1388	0.0	0	0	Dynamic	4/4	3	1	0						ff								
348	348	1388	1388	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	4957							570		
348	348	1389	1389	0.0	1/4	1/4	Dynamic	4/4	3	1	0						sf						570		
348	348	1389	1389	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	4958							570		
348	348	1390	1390	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	4959							570		
348	348	1391	1391	0.0	3/4	3/4	Dynamic	4/4	3	1	0						sf								
348	348	1391	1391	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	4960									
348	348	1388	1388	0.0	0	0	Dynamic	4/4	4	1	0						ff								
348	348	1388	1388	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	4961									
348	348	1389	1389	0.0	1/4	1/4	Dynamic	4/4	4	1	0						sf								
348	348	1389	1389	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	4962									
348	348	1390	1390	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	4963									
348	348	1391	1391	0.0	3/4	3/4	Dynamic	4/4	4	1	0						sf								
348	348	1391	1391	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	4964									
349	349	1392	1392	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	4965									
349	349	1395	1395	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	4966		articStaccatoAbove							
349	349	2791/2	2791/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	4967		articStaccatoAbove							
349	349	1392	1392	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	4968									
349	349	1395	1395	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4969		articStaccatoAbove							
349	349	2791/2	2791/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4970		articStaccatoAbove							
349	349	1392	1392	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	4971									
349	349	1395	1395	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	4972		articStaccatoBelow							
349	349	2791/2	2791/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	4973		articStaccatoBelow							
349	349	1392	1392	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	4974									
349	349	1395	1395	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	4975									
349	349	2791/2	2791/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	4976									
350	350	1396	1396	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	4977							571		
350	350	2793/2	2793/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	4978									
350	350	1397	1397	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	4979		articStaccatoAbove							
350	350	2795/2	2795/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	4980		articStaccatoAbove							
350	350	1398	1398	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	4981							572		
350	350	1399	1399	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	4982									
350	350	1396	1396	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4983							573		
350	350	2793/2	2793/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4984									
350	350	1397	1397	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4985		articStaccatoAbove							
350	350	2795/2	2795/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4986		articStaccatoAbove							
350	350	1398	1398	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	4987							574		
350	350	1399	1399	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	4988									
350	350	1396	1396	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	4989							575		
350	350	2793/2	2793/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	4990									
350	350	1397	1397	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	4991		articStaccatoBelow							
350	350	2795/2	2795/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	4992		articStaccatoBelow							
350	350	1398	1398	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	4993							576		
350	350	1399	1399	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	4994									
350	350	1396	1396	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	4995									
350	350	1398	1398	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	4996									
350	350	1399	1399	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	4997									
351	351	1400	1400	4.0	0	0	Chord	4/4	1	1	1			1	1	4998									
351	351	1400	1400	4.0	0	0	Chord	4/4	2	1	1			1	1	4999									
351	351	1400	1400	4.0	0	0	Chord	4/4	3	1	1			1	1	5000									
351	351	1400	1400	4.0	0	0	Chord	4/4	4	1	1			1	1	5001									
352	352	1404	1404	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	5002							577		
352	352	1405	1405	0.0	1/4	1/4	Dynamic	4/4	1	1	0						sf						577		
352	352	1405	1405	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	5003							577		
352	352	1406	1406	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	5004							577		
352	352	1407	1407	0.0	3/4	3/4	Dynamic	4/4	1	1	0						sf								
352	352	1407	1407	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5005									
352	352	1404	1404	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	5006									
352	352	1405	1405	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sf								
352	352	1405	1405	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	5007									
352	352	1406	1406	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	5008									
352	352	1407	1407	0.0	3/4	3/4	Dynamic	4/4	2	1	0						sf								
352	352	1407	1407	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	5009									
352	352	1404	1404	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	5010							578		
352	352	1405	1405	0.0	1/4	1/4	Dynamic	4/4	3	1	0						sf								
352	352	1405	1405	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	5011									
352	352	1406	1406	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	5012									
352	352	1407	1407	0.0	3/4	3/4	Dynamic	4/4	3	1	0						sf								
352	352	1407	1407	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	5013									
352	352	1404	1404	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	5014									
352	352	1405	1405	0.0	1/4	1/4	Dynamic	4/4	4	1	0						sf								
352	352	1405	1405	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	5015									
352	352	1406	1406	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	5016									
352	352	1407	1407	0.0	3/4	3/4	Dynamic	4/4	4	1	0						sf								
352	352	1407	1407	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	5017									
353	353	1408	1408	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	5018									
353	353	1411	1411	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	5019		articStaccatoAbove							
353	353	2823/2	2823/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	5020		articStaccatoAbove							
353	353	1408	1408	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	5021									
353	353	1411	1411	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	5022		articStaccatoAbove							
353	353	2823/2	2823/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	5023		articStaccatoAbove							
353	353	1408	1408	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	5024									
353	353	1411	1411	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	5025									
353	353	2823/2	2823/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	5026									
353	353	1408	1408	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	5027									
354	354	1412	1412	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	5028							579		
354	354	2825/2	2825/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	5029									
354	354	1413	1413	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	5030		articStaccatoAbove							
354	354	2827/2	2827/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	5031		articStaccatoAbove							
354	354	1414	1414	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	5032							580		
354	354	1415	1415	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5033									
354	354	1412	1412	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	5034							581		
354	354	2825/2	2825/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	5035									
354	354	1413	1413	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	5036		articStaccatoAbove							
354	354	2827/2	2827/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	5037		articStaccatoAbove							
354	354	1414	1414	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	5038							582		
354	354	1415	1415	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	5039									
354	354	1412	1412	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	5040							583		
354	354	2825/2	2825/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	5041									
354	354	1413	1413	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	5042		articStaccatoBelow							
354	354	2827/2	2827/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	5043		articStaccatoBelow							
354	354	1414	1414	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	5044							584		
354	354	1415	1415	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	5045									
354	354	1412	1412	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	5046									
354	354	2825/2	2825/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	5047									
354	354	1413	1413	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	5048									
354	354	2827/2	2827/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	5049									
354	354	1414	1414	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	5050									
354	354	1415	1415	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	5051									
355	355	1416	1416	0.0	0	0	Dynamic	4/4	1	1	0						sf								
355	355	1416	1416	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	5052									
355	355	1419	1419	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	5053		articStaccatoAbove							
355	355	2839/2	2839/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	5054		articStaccatoAbove							
355	355	1416	1416	0.0	0	0	Dynamic	4/4	2	1	0						sf								
355	355	1416	1416	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	5055									
355	355	1419	1419	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	5056		articStaccatoAbove							
355	355	2839/2	2839/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	5057		articStaccatoAbove							
355	355	1416	1416	0.0	0	0	Dynamic	4/4	3	1	0						sf								
355	355	1416	1416	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	5058									
355	355	1419	1419	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	5059		articStaccatoAbove							
355	355	2839/2	2839/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	5060		articStaccatoAbove							
355	355	1416	1416	0.0	0	0	Dynamic	4/4	4	1	0						sf								
355	355	1416	1416	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	5061									
355	355	1419	1419	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	5062		articStaccatoAbove							
355	355	2839/2	2839/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	5063		articStaccatoAbove							
356	356	1420	1420	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	5064							585		
356	356	2841/2	2841/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	5065									
356	356	1421	1421	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	5066		articStaccatoAbove							
356	356	2843/2	2843/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	5067		articStaccatoAbove							
356	356	1422	1422	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	5068							586		
356	356	1423	1423	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5069									
356	356	1420	1420	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	5070							587		
356	356	2841/2	2841/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	5071									
356	356	1421	1421	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	5072		articStaccatoAbove							
356	356	2843/2	2843/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	5073		articStaccatoAbove							
356	356	1422	1422	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	5074							588		
356	356	1423	1423	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	5075									
